上海,42
其他,426
台湾,30
北京,60
河南,50
浙江,50
天津,13
四川,33
海外,59
吉林,14
江苏,44
江西,21
河北,25
山东,42
辽宁,33
湖北,27
陕西,11
广西,19
湖南,27
安徽,34
山西,24
广东,87
云南,17
甘肃,8
重庆,27
福建,34
新疆,5
香港,4
内蒙古,14
青海,4
西藏,1
黑龙江,11
贵州,12
海南,3
