1,331
2,15
3,46
4,8
5,12
6,93
7,34
8,54
9,92
10,32
11,175
12,72
13,92
14,2086
15,218
16,98
17,54
18,60
19,374
20,111
21,400
22,180
23,5
24,28
25,52
26,33
27,3
28,16
29,168
30,22
31,31
32,52
33,239
34,132
35,58
36,294
37,71
38,85
39,103
40,55
41,119
42,43
43,74
44,41
45,7
46,413
47,166
48,382
49,9
50,111
51,193
52,71
53,132
54,38
55,55
56,286
57,187
58,18
59,421
60,207
61,422
62,21
63,262
64,26
65,953
66,34
67,39
68,238
69,253
70,53
71,24
72,173
73,32
74,119
75,78
76,145
77,909
78,39
79,216
80,51
81,68
82,317
83,80
84,83
85,83
86,316
87,218
88,1803
89,89
90,99
91,333
92,243
93,70
94,245
95,59
96,28
97,39
98,56
99,28
100,4
101,180
102,311
103,279
104,79
105,128
106,163
107,225
108,7
109,364
110,116
111,40
112,199
113,3
114,67
115,376
116,356
117,93
118,113
119,58
120,25
121,223
122,9
123,199
124,28
125,44
126,67
127,23
128,67
129,9
130,105
131,89
132,56
133,246
134,296
135,1180
136,31
137,21
138,91
139,89
140,11
141,46
142,9
143,92
144,135
145,837
146,1640
147,14
148,16
149,173
150,533
151,262
152,61
153,154
154,40
155,235
156,133
157,2
158,53
159,1291
160,73
161,5878
162,475
163,209
164,246
165,22
166,382
167,82
168,506
169,42
170,174
171,308
172,20
173,631
174,2291
175,69
176,84
177,1169
178,200
179,603
180,445
181,19
182,906
183,121
184,121
185,61
186,177
187,36
188,95
189,107
190,603
191,120
192,57
193,114
194,42
195,177
196,140
197,91
198,20
199,22
200,72
201,492
202,97
203,88
204,14
205,23
206,2
207,593
208,132
209,10
210,77
211,66
212,27
213,330
214,41
215,9
216,80
217,15
218,46
219,50
220,69
221,99
222,126
223,304
224,32
225,109
226,1063
227,75
228,18
229,80
230,213
231,199
232,279
233,534
234,425
235,12
236,98
237,331
238,58
239,10
240,133
241,92
242,375
243,136
244,438
245,129
246,31
247,169
248,319
249,67
250,65
251,101
252,55
253,967
254,166
255,253
256,24
257,43
258,170
259,74
260,57
261,45
262,149
263,40
264,136
265,163
266,648
267,138
268,75
269,63
270,260
271,194
272,295
273,263
274,204
275,65
276,123
277,93
278,35
279,31
280,63
281,24
282,45
283,40
284,59
285,134
286,73
287,18
288,33
289,53
290,362
291,183
292,134
293,224
294,57
295,201
296,91
297,211
298,6
299,93
300,160
301,108
302,88
303,65
304,50
305,55
306,242
307,203
308,46
309,92
310,106
311,1001
312,441
313,200
314,359
315,171
316,201
317,185
318,259
319,19
320,23
321,61
322,163
323,69
324,241
325,36
326,346
327,22
328,108
329,479
330,99
331,170
332,70
333,30
334,1404
335,445
336,30
337,135
338,127
339,208
340,28
341,349
342,252
343,4
344,12
345,248
346,54
347,84
348,37
349,59
350,18
351,110
352,80
353,82
354,47
355,102
356,36
357,123
358,33
359,2
360,24
361,292
362,264
363,59
364,125
365,30
366,666
367,76
368,405
369,14
370,112
371,7
372,558
373,1260
374,67
375,452
376,25
377,35
378,130
379,67
380,28
381,68
382,138
383,81
384,950
385,3
386,12
387,13
388,352
389,7
390,62
391,38
392,32
393,5
394,55
395,33
396,299
397,59
398,157
399,90
400,66
401,40
402,225
403,445
404,98
405,21
406,15
407,277
408,81
409,122
410,269
411,42
412,238
413,645
414,42
415,12
416,18
417,29
418,108
419,43
420,21
421,45
422,14
423,442
424,481
425,63
426,17
427,806
428,123
429,158
430,27
431,163
432,454
433,127
434,153
435,690
436,72
437,41
438,32
439,83
440,216
441,918
442,77
443,8
444,284
445,22
446,83
447,84
448,29
449,66
450,507
451,212
452,204
453,5
454,2368
455,52
456,99
457,52
458,48
459,34
460,9
461,219
462,258
463,355
464,169
465,403
466,168
467,10
468,88
469,354
470,12
471,73
472,127
473,69
474,7
475,108
476,90
477,129
478,58
479,66
480,87
481,940
482,66
483,67
484,77
485,230
486,1134
487,199
488,89
489,35
490,292
491,339
492,30
493,29
494,29
495,504
496,312
497,230
498,164
499,1022
500,7
501,17
502,304
503,166
504,207
505,28
506,75
507,30
508,290
509,117
510,40
511,57
512,4
513,123
514,7
515,157
516,78
517,69
518,218
519,139
520,52
521,70
522,43
523,1567
524,78
525,105
526,73
527,24
528,165
529,48
530,38
531,18
532,226
533,18
534,94
535,564
536,587
537,57
538,8
539,254
540,10
541,147
542,31
543,82
544,403
545,131
546,183
547,175
548,295
549,24
550,31
551,69
552,53
553,943
554,70
555,10
556,582
557,397
558,37
559,84
560,63
561,109
562,73
563,79
564,80
565,249
566,5619
567,368
568,80
569,11
570,142
571,127
572,71
573,58
574,46
575,265
576,190
577,340
578,229
579,297
580,330
581,40
582,159
583,269
584,180
585,125
586,115
587,154
588,119
589,272
590,231
591,82
592,68
593,8
594,69
595,54
596,489
597,64
598,130
599,36
600,99
601,71
602,379
603,132
604,4
605,66
606,242
607,2293
608,207
609,66
610,601
611,36
612,121
613,1370
614,411
615,966
616,125
617,73
618,2788
619,69
620,18
621,46
622,142
623,200
624,494
625,29
626,165
627,174
628,170
629,861
630,52
631,11
632,293
633,38
634,261
635,337
636,15
637,507
638,132
639,237
640,26
641,294
642,45
643,299
644,7
645,299
646,109
